Name,Company,Distillation,ABV,Location,Score,nRatings,Aged,Distilled,Type,Full Name,Country,Price_unit,Popularity,Popularity_scaled,Quebec
12-Year,Centenario,,40.0%,Costa Rica,6.8,95,12.0,2024,Amber,Flor de Cana Centenario 12 Ans,Nicaragua,61.0,11.364348191467837,7.045883646385849,True
Light,10 Cane,,40.0%,Trinidad and Tobago,6.2,95,,2024,White,,,,10.764348191467835,6.649721097905109,False
Special Gold,Appleton Estate,,40.0%,Jamaica,5.2,95,,2024,Golden,,,,9.764348191467835,5.989450183770543,False
XV Napoleon Cognac Cask Finish,Abuelo,,40.0%,Panama,8.0,94,,2024,Brown,,,,12.553876891600542,7.831294848611772,False
XOX,Punta Cana,,40.0%,Dominican Republic,8.4,94,,2024,Brown,,,,12.95387689160054,8.095403214265597,False
Family Reserve Solera 1838,A. H. Riise,,40.0%,Denmark,7.5,94,,2024,Brown,,,,12.053876891600542,7.501159391544489,False
Spiced,Foursquare,,37.5%,Barbados,6.6,94,,2024,Spiced,,,,11.15387689160054,6.906915568823378,False
Shipwreck Spiced 4-Year,Brinley Gold,,36.0%,Saint Kitts and Nevis,7.5,94,4.0,2024,Spiced,,,,12.053876891600542,7.501159391544489,False
Anejo Superior 11-Year,Santiago de Cuba,,,Cuba,7.9,94,11.0,2024,Brown,,,,12.45387689160054,7.765267757198314,False
3-Year,El Dorado,,40.0%,Guyana,6.0,92,3.0,2024,White,El Dorado Blanc 3 Years,Guyana,37.13,10.532599493153256,6.496704173019446,True
Don Pancho Reserva Especial 18-Year,Origenes,,40.0%,Panama,7.8,91,18.0,2024,Brown,,,,12.321788577049041,7.678053685002901,False
5-Year,Doorly's,Pot and Column Still,40.0%,Barbados,6.6,91,5.0,2024,Brown,,,,11.12178857704904,6.885728588041423,False
Carta Oro,Bacardi,,40.0%,Puerto Rico,4.2,90,,2024,Golden,,,,8.71085950651685,5.293862246727537,False
Extra Anejo 12-Year,Santiago de Cuba,,40.0%,Cuba,7.0,90,12.0,2024,Brown,,,,11.51085950651685,7.142620806304318,False
Master Reserve 30-Year,Zafra,,,Panama,9.4,90,30.0,2024,Brown,,,,13.91085950651685,8.727271000227274,False
Bardinet Signature Dark 2-Year,Negrita,,37.5%,Martinique,2.9,90,2.0,2024,Black,,,,7.41085950651685,4.435510058352602,False
Clasico 10-Year,Matusalem,,40.0%,Dominican Republic,5.8,90,10.0,2024,Brown,,,,10.310859506516849,6.35029570934284,False
Centenario 15,Ron Zacapa,,40.0%,Guatemala,7.1,89,,2024,Brown,,,,11.599809670330265,7.2013520122778205,False
Spiced,Beach House,,40.0%,Mauritius,6.8,89,,2024,Spiced,,,,11.299809670330266,7.003270738037452,False
Selección de Familia,Diplomatico,,,Venezuela,8.3,89,,2024,Brown,,,,12.799809670330266,7.9936771092393,False
XO Jamaica,Mezan,,40.0%,Multiple,6.9,89,,2024,Amber,Plantation Single Cask Multi Island Jamaica Barbados XO Côteaux du Layon,France,110.71,11.399809670330265,7.069297829450909,True
12-Year,Ron Esclavo,,40.0%,Dominican Republic,6.7,88,12.0,2024,Brown,,,,11.18863636973214,6.929866241224172,False
14-Year,Doorly's,Pot and Column Still,48.0%,Barbados,8.7,87,14.0,2024,Brown,,,,13.177336814478206,8.242947301816471,False
7-Year,Capitan Bucanero,,40.0%,Dominican Republic,6.0,87,7.0,2024,Brown,,,,10.477336814478207,6.460215833653146,False
Esplendido,Punta Cana,,40.0%,Dominican Republic,7.5,86,,2024,Brown,,,,11.965908118654584,7.443076169416165,False
Spiced,Baron Samedi,,40.0%,Multiple,7.1,86,,2024,Spiced,Baron Samedi,United States,42.67,11.565908118654583,7.178967803762339,True
Estate Reserve 15-Year,Barbancourt,,,Haiti,7.5,86,15.0,2024,Brown,,,,11.965908118654584,7.443076169416165,False
Razz,Bacardi,,,Puerto Rico,3.1,85,,2024,Flavoured,,,,7.554347296253507,4.530250872449172,False
Demerara Solera No 14,Rum Nation,,40.0%,Italy,7.0,85,,2024,Brown,,,,11.454347296253507,7.105307437573977,False
Siglo de Oro,Brugal,,40.0%,Dominican Republic,7.9,85,,2024,Amber,Ron Brugal Siglo de Oro Seleccion Especial,Dominican Republic,197.86,12.354347296253508,7.6995512602950855,True
2001,Diplomatico,,,Venezuela,8.7,85,,2001,Brown,,,,13.154347296253507,8.227767991602736,False
2008 Premise 10-Year,Foursquare,Pot and Column Still,46.0%,Barbados,8.2,84,10.0,2008,Brown,,,,12.642651256490316,7.889909979669259,False
Finest Carribean 5-Year,Black Tot,,,United Kingdom,6.6,84,5.0,2024,Brown,,,,11.042651256490316,6.8334765170539535,False
Single Estate Reserve 6-10 Years,Worthy Park,Pot Still,45.0%,Jamaica,7.5,84,,2024,Brown,,,,11.942651256490317,7.427720339775062,False
15-Year,Opthimus,,40.0%,Dominican Republic,7.0,84,15.0,2024,Brown,,,,11.442651256490317,7.09758488270778,False
Reserva 1863,Austrian Empire,,40.0%,United Kingdom,7.5,84,,2024,Brown,,,,11.942651256490317,7.427720339775062,False
151,Lemon Hart,,,Guyana,7.9,83,,2024,Brown,Lemon Hart Overproof 151,Guyana,69.0,12.330816798843314,7.684014757260016,True
Black Spiced,Black Magic,,,Multiple,6.5,83,,2024,Brown,,,,10.930816798843313,6.759635477471624,False
Reserva Limitada,Bacardi,,40.0%,Puerto Rico,7.7,82,,2024,Brown,,,,12.1188406077966,7.544053043822839,False
Old Navy,Wood's 100,,,Guyana,7.2,82,,2024,Black,,,,11.6188406077966,7.2139175867555565,False
2008 12-Year,Foursquare,Pot and Column Still,60.0%,Barbados,9.0,82,12.0,2008,Brown,,,,13.418840607796598,8.402405232197772,False
2005,Diplomatico,,,Venezuela,8.6,81,,2005,Amber,Diplomatico Single Vintage 2005,Venezuela,187.0,13.006719247264254,8.130293484744701,True
Ron Anejo,Legendario,,40.0%,Cuba,6.2,80,,2024,Brown,,,,10.59444915467244,6.53754170556963,False
Navy Strength 55%,A. H. Riise,,,Denmark,7.3,80,,2024,Golden,,,,11.694449154672439,7.263839711117653,False
Non Plus Ultra Black edition,A. H. Riise,,,Denmark,8.6,80,,2024,Brown,,,,12.994449154672438,8.122191899492586,False
Perfeccion,Kaniche,,40.0%,Barbados,7.9,80,,2024,Brown,,,,12.294449154672439,7.660002259598391,False
Anejo,Don Q,,40.0%,Puerto Rico,6.3,80,,2024,Amber,Don Q Anejo,Puerto Rico,47.0,10.694449154672439,6.603568796983087,True
2007 Sagacity 12-Year,Foursquare,Pot and Column Still,48.0%,Barbados,8.7,79,12.0,2007,Brown,,,,13.08202663467388,8.180016762270741,False
Gran Reserva 8-Year,Bacardi,,40.0%,Puerto Rico,6.0,79,8.0,2024,Brown,,,,10.382026634673881,6.397285294107416,False
Parrot Bay Coconut,Captain Morgan,,,Puerto Rico,5.0,79,,2024,Flavoured,,,,9.382026634673881,5.73701437997285,False
Añejo Clásico 5-Year,Flor de Caña,,40.0%,Nicaragua,5.4,79,5.0,2024,Golden,,,,9.782026634673882,6.001122745626676,False
Reserve Blend,Appleton Estate,,,Jamaica,6.0,78,,2024,Amber,Appleton Estate Reserve Blend,Jamaica,45.0,10.369447852467022,6.388979890080993,True
2004 11-Year,Foursquare,Pot and Column Still,59.0%,Barbados,8.6,78,11.0,2004,Brown,,,,12.96944785246702,8.10568426683086,False
XV Tawny Port Cask Finish,Abuelo,,40.0%,Panama,8.2,78,,2024,Brown,,,,12.569447852467022,7.841575901177036,False
AÃ±ejo,Bacardi,,40.0%,Puerto Rico,4.9,78,,2024,Golden,,,,9.269447852467021,5.66268188453297,False
Planas,Diplomatico,Pot Still,,Venezuela,6.0,78,,2024,White,Diplomatico Planas,Venezuela,61.67,10.369447852467022,6.388979890080993,True
1671,Captain Morgan,,35.0%,Puerto Rico,7.1,77,,2024,Spiced,,,,11.456708826689592,7.106866687433767,False
Oloroso Sherry Cask 15-Year,Abuelo,,40.0%,Panama,7.9,77,15.0,2024,Brown,,,,12.256708826689593,7.63508341874142,False
Baroko 3-Year,Don Papa,,40.0%,Philippines,6.5,77,3.0,2024,Brown,,,,10.85670882668959,6.710704138953027,False
Original,Bozkov,,,Czechia,2.0,77,,2024,Golden,,,,6.356708826689592,3.7394850253474843,False
15-Year,Havana Club,,40.0%,Cuba,7.9,76,15.0,2024,Brown,,,,12.243805421853684,7.626563675834966,False
500 Gran Reserva,Cacique,,40.0%,Venezuela,6.6,76,,2024,Brown,,,,10.943805421853684,6.7682114874600305,False
Gold,Six Saints,,40.0%,Grenada,6.3,75,,2024,Brown,,,,10.63073334028633,6.5614990979735435,False
XO Reserve Christmas,A. H. Riise,,,Denmark,7.1,75,,2024,Brown,,,,11.43073334028633,7.089715829281196,False
Original 8-Year,Equiano,,43.0%,Mauritius,7.6,75,8.0,2024,Brown,,,,11.93073334028633,7.419851286348478,False
Anejo Oro 4-Year,Flor de CaÃ±a,,40.0%,Nicaragua,6.7,75,4.0,2024,Brown,,,,11.030733340286332,6.82560746362737,False
5-Year,Angostura,,40.0%,Trinidad and Tobago,5.7,74,5.0,2024,Golden,Angostura 5 years old,Trinidad and Tobago,46.33,10.01748811353631,6.156591111518647,True
Anejo Cuatro 4-Year,Bacardi,,40.0%,Puerto Rico,5.7,74,4.0,2024,Amber,Bacardi Anejo Cuatro 4 Years Old,Puerto Rico,38.53,10.01748811353631,6.156591111518647,True
2004,Diplomatico,,,Venezuela,8.9,74,,2004,Brown,,,,13.21748811353631,8.269458036749258,False
Centenario 23,Ron Zacapa,,,Guatemala,8.6,74,,2024,Brown,Ron Zacapa Centenario Sistema Solera 23 Gran Reserva,Guatemala,115.33,12.91748811353631,8.071376762508887,True
Single Blended 5-Year,Real McCoy,Pot and Column Still,40.0%,Barbados,6.7,73,5.0,2024,Brown,,,,11.00406509320417,6.807999195748065,False
Trinidad Elixir Orange,Companero,,40.0%,Multiple,5.8,72,,2024,Flavoured,,,,10.09045944114839,6.20477195670669,False
Gran Reserva,El Pasador de Oro,,40.0%,France,8.0,72,,2024,Amber,Les Bienheureux El Pasador de Oro Gran Reserva,Guatemala,158.57,12.290459441148391,7.657367967802733,True
Single Estate,Lazy Dodo,,40.0%,Mauritius,6.3,71,,2024,Brown,,,,10.576666119016055,6.525800084360702,False
1703 Master Select,Mount Gay,,,Barbados,8.3,71,,2024,Amber,Mount Gay 1703 Master select,Barbados,267.0,12.576666119016057,7.846341912629834,True
Cream,RumChata,,,United States,6.6,71,,2024,Flavoured,,,,10.876666119016054,6.723881358601071,False
10-Year,English Harbour,Column Still (1-4),40.0%,Antigua and Barbuda,7.5,71,10.0,2024,Brown,,,,11.776666119016056,7.3181251813221815,False
Extra Dry 4,Flor de CaÃ±a,,40.0%,Nicaragua,6.4,71,,2024,White,,,,10.676666119016055,6.591827175774158,False
Spanish Sherry Cask Finished 24-Year,Papas Pilar,,40.0%,United States,8.1,71,24.0,2024,Brown,,,,12.376666119016054,7.714287729802919,False
12-Year,Cockspur,Pot and Column Still,40.0%,Barbados,7.0,71,12.0,2024,Brown,,,,11.276666119016056,6.987989724254899,False
Light,Cruzan,,40.0%,"Virgin Islands, U.S.",5.7,71,,2024,White,,,,9.976666119016055,6.129637535879963,False
7-Year,Centenario,,40.0%,Costa Rica,6.1,71,7.0,2024,Brown,,,,10.376666119016054,6.393745901533789,False
Batavia Arrack 8-Year,By The Dutch,,,Indonesia,4.6,71,8.0,2024,Brown,,,,8.876666119016054,5.403339530331941,False
Spiced,Bacardi,,40.0%,Puerto Rico,5.0,71,,2024,Spiced,Bacardi Spiced,United States,36.33,9.276666119016056,5.667447895985768,True
Pure Single Jamaican Overproof,Hampden Estate,,,Jamaica,8.2,70,,2024,White,,,,12.462679877041314,7.771080112442407,False
1985 Solera,Oliver's Exquisito,,40.0%,Dominican Republic,8.3,70,,1985,Brown,,,,12.562679877041315,7.837107203855864,False
8-Year,Doorly's,Pot and Column Still,40.0%,Barbados,7.4,69,8.0,2024,Brown,,,,11.64849524204936,7.233497679221953,False
Cask 1623,Pyrat,,40.0%,Anguilla,8.5,69,,2024,Brown,,,,12.748495242049358,7.959795684769972,False
Dark Chocolate,Deadhead,,,Mexico,6.2,69,,2024,Flavoured,,,,10.44849524204936,6.4411725822604735,False
Signature,Appleton Estate,,40.0%,Jamaica,6.2,69,,2024,Amber,Appleton Estate Signature,Jamaica,41.6,10.44849524204936,6.4411725822604735,True
15-Year,Ron Barco De Cargas,,40.0%,Guatemala,6.7,69,15.0,2024,Brown,,,,10.94849524204936,6.771308039327756,False
Gran Reserva 18-Year,Matusalem,,40.0%,Dominican Republic,7.4,69,18.0,2024,Amber,Ron Matusalem Gran Reserva 18 ans,Dominican Republic,77.0,11.64849524204936,7.233497679221953,True
1787 15-Year,Angostura,,40.0%,Trinidad and Tobago,7.3,68,15.0,2024,Amber,Angostura 1787 Aged 15 Years,Trinidad and Tobago,145.67,11.53410650459726,7.157970122977755,True
Blonde 3-Year,Papas Pilar,,,United States,6.5,68,3.0,2024,White,,,,10.73410650459726,6.6297533916701035,False
Premium Spiced,Blackheart,,,"Virgin Islands, U.S.",5.5,68,,2024,Spiced,,,,9.73410650459726,5.969482477535538,False
Mantuano,Botucal,,40.0%,Venezuela,6.7,68,,2024,Brown,,,,10.93410650459726,6.761807574497016,False
5 Star Fine,Cockspur,,37.5%,Barbados,5.9,68,,2024,Golden,,,,10.13410650459726,6.233590843189364,False
Two Oaks,Abuelo,,40.0%,Panama,8.0,68,,2024,Brown,,,,12.23410650459726,7.620159762871951,False
151,Gosling's,,,Bermuda,6.6,68,,2024,White,,,,10.834106504597258,6.695780483083559,False
2005 12-Year,Foursquare,Pot and Column Still,59.0%,Barbados,8.6,68,12.0,2005,Brown,,,,12.834106504597258,8.01632231135269,False
Etiqueta Negra,Ron Zacapa,,,Guatemala,7.7,67,,2024,Brown,,,,11.919507705176107,7.412439325992509,False
Spiced,Ron de Jeremy,,,Panama,6.2,67,,2024,Spiced,,,,10.419507705176107,6.422032954790662,False
Anjeo Especial,Pampero,,40.0%,Venezuela,5.0,67,,2024,Golden,,,,9.219507705176106,5.629707857829183,False
15-Year,Quorhum,,40.0%,Dominican Republic,7.7,67,15.0,2024,Brown,,,,11.919507705176107,7.412439325992509,False
Añejo Especial,Havana Club,,40.0%,Cuba,6.2,67,,2024,Golden,,,,10.419507705176107,6.422032954790662,False
12-Year,Malecon,,40.0%,Panama,6.0,66,12.0,2024,Brown,,,,10.204692619390965,6.280196801729411,False
Spiced,Kilo Kai,,,CuraÃ§ao,6.1,65,,2024,Spiced,,,,10.289654742026425,6.336294820108739,False
HMS Royal Oak,Admiral Rodney,,40.0%,Saint Lucia,8.1,65,,2024,Amber,Admiral Rodney HMS Royal OAK,Saint Lucia,120.0,12.289654742026425,7.656836648377869,True
2003 Trinidad,Plantation,,,Multiple,6.9,65,,2003,Brown,,,,11.089654742026426,6.864511551416391,False
7-Year,Ryoma,,40.0%,Japan,5.7,64,7.0,2024,Amber,Kikusui Distillery Ryoma Rhum Japonaisi 7 years old,Japan,154.64,9.874387269895637,6.062105786674595,True
2010 Detente 10-Year,Foursquare,Pot and Column Still,51.0%,Barbados,8.4,64,10.0,2010,Brown,,,,12.574387269895638,7.844837254837921,False
Ritual Cubano,Havana Club,,40.0%,Cuba,6.4,64,,2024,Golden,,,,10.574387269895638,6.5242954265687905,False
XO Reserve Anniversary 175-Year,A. H. Riise,,,Denmark,7.6,64,175.0,2024,Brown,,,,11.774387269895637,7.3166205235302675,False
Gran Reserva 15-Year,El Ron Prohibido,,,Mexico,6.1,63,15.0,2024,Amber,El Ron Prohibido Gran Reserva 15 Years,Mexico,76.0,10.25888308335967,6.315977188911405,True
Dark,Koloa,,,United States,7.0,63,,2024,Black,,,,11.158883083359672,6.9102210116325145,False
Jamaican Pot Still Black,Hamilton,,40.0%,Multiple,7.5,63,,2024,Black,,,,11.658883083359672,7.2403564686997965,False
Spiced,Old J,,,United Kingdom,6.8,63,,2024,Spiced,,,,10.958883083359671,6.778166828805601,False
12-Year,Parce,,40.0%,Colombia,8.0,63,12.0,2024,Brown,,,,12.158883083359672,7.5704919257670795,False
Black Spiced,Peaky Blinders,,40.0%,United Kingdom,6.2,63,,2024,Spiced,,,,10.358883083359672,6.382004280324862,False
Anejo 12-Year,Botran,,40.0%,Guatemala,6.2,63,12.0,2024,Brown,,,,10.358883083359672,6.382004280324862,False
20-Year,Malteco,,,Guatemala,7.6,62,20.0,2024,Amber,Malteco Rare Proof 20 Years Old,Panama,144.64,11.743134726391531,7.295985378061781,True
Screech,Newfoundland,,40.0%,Canada,5.8,62,,2024,Amber,Newfoundland Screech,Jamaica,36.47,9.943134726391532,6.1074977326195645,True
Royal,Ron Zacapa,,,Guatemala,8.5,62,,2024,Brown,,,,12.643134726391533,7.890229200782891,False
2014 Reserva Limitada,Ron Zacapa,,,Guatemala,7.9,61,,2014,Brown,,,,12.027134385045091,7.483502092294872,False
20 Art Edition,Mocambo,,,Mexico,6.2,61,,2024,Brown,,,,10.327134385045092,6.361041538266111,False
Joy 25-Year,Appleton Estate,Pot and Column Still,45.0%,Jamaica,9.2,61,25.0,2024,Brown,,,,13.327134385045092,8.341854280669807,False
Panama 21-Year,Rum Nation,,40.0%,Italy,8.4,60,21.0,2024,Brown,,,,12.510873864173313,7.802901200381841,False
XO Elixir,Santos Dumont,,40.0%,Brazil,6.8,60,,2024,Flavoured,,,,10.910873864173311,6.746467737766536,False
Coconut,Blue Chair Bay,,40.0%,Barbados,7.1,60,,2024,Flavoured,,,,11.210873864173312,6.944549012006905,False
Ron Solera 1873,Bacardi,,,Puerto Rico,5.7,59,,2024,Golden,,,,9.7943445622221,6.009255914909182,False
Distillery Collection No1 Batch Kettle,Diplomatico,,,Venezuela,7.3,59,,2024,Brown,,,,11.3943445622221,7.065689377524487,False
3 Star 4-Year,Barbancourt,,40.0%,Haiti,5.0,59,4.0,2024,Golden,,,,9.094344562222101,5.547066275014987,False
10-Year,Dictador,,,Colombia,6.5,59,10.0,2024,Amber,Dictador 10 ans,Colombia,76.67,10.594344562222101,6.537472646216834,True
2001 Barbados,Plantation,,,Multiple,8.1,59,,2001,Brown,,,,12.1943445622221,7.5939061088321385,False
White Overproof,Rum Fire,Pot and Column Still,,Jamaica,7.6,59,,2024,White,,,,11.6943445622221,7.263770651764855,False
12-Year,Caroni,,,Trinidad and Tobago,7.6,58,12.0,2024,Brown,,,,11.67753744390572,7.252673400390131,False
Blanco,Diplomatico,,40.0%,Venezuela,6.6,58,,2024,White,,,,10.67753744390572,6.592402486255566,False
2007 12-Year,Foursquare,Pot and Column Still,59.0%,Barbados,8.5,57,12.0,2007,Brown,,,,12.560443010546418,7.835630265970481,False
15-Year,Caroni,,40.0%,Trinidad and Tobago,8.2,57,15.0,2024,Brown,,,,12.260443010546417,7.637548991730112,False
Special,SangSom,,40.0%,Thailand,4.5,57,,2024,Golden,,,,8.560443010546418,5.194546609432221,False
8-Year,Coloma,,40.0%,Colombia,6.7,57,8.0,2024,Amber,Coloma 8 Years Old,Colombia,97.5,10.76044301054642,6.647142620528265,True
Gran Reserva,Companero,,40.0%,Multiple,5.2,57,,2024,Brown,,,,9.26044301054642,5.656736249326418,False
2001 Jamaica,Plantation,,,Multiple,7.0,56,,2001,Brown,,,,11.04305126783455,6.833740632909874,False
Reserva,Atlantico,,40.0%,Dominican Republic,6.1,56,,2024,Golden,,,,10.14305126783455,6.239496810188767,False
Exquisito 21-Year,Cubaney,,40.0%,Dominican Republic,7.9,56,21.0,2024,Brown,,,,11.943051267834552,7.427984455630985,False
Reserva Especial 8-Year,Cihuatan,,40.0%,El Salvador,7.0,56,8.0,2024,Brown,,,,11.04305126783455,6.833740632909874,False
Special Reserve,Wild Tiger,,40.0%,India,4.1,55,,2024,Spiced,Wild Tiger Special Reserve,India,41.07,8.12535169073515,4.9072684659684205,True
2015 5-Year,Heffron,,40.0%,Czechia,5.3,55,5.0,2015,Flavoured,,,,9.32535169073515,5.699593562929898,False
Peruano 8-Year,Rum Nation,,42.0%,Italy,6.9,55,8.0,2024,Brown,,,,10.92535169073515,6.756027025545203,False
Seleccion,Dos Maderas,,40.0%,Barbados,7.8,55,,2024,Brown,,,,11.82535169073515,7.3502708482663115,False
Merchants Reserve 8-Year,Denizen,,,Trinidad,7.6,55,8.0,2024,Brown,,,,11.62535169073515,7.218216665439398,False
Centenario XO Solera Gran Reserva Especial,Ron Zacapa,,40.0%,Guatemala,8.1,54,,2024,Brown,,,,12.10733318523247,7.536455027407087,False
2009 12-Year,Foursquare,Pot and Column Still,60.0%,Barbados,8.6,54,12.0,2009,Brown,,,,12.60733318523247,7.86659048447437,False
Creole Shrubb Liqueur Dâ€™Orange,Clement,,40.0%,Martinique,7.4,54,,2024,Flavoured,,,,11.40733318523247,7.0742653875128925,False
Aniversario,Bermudez,,40.0%,Dominican Republic,6.7,54,,2024,Brown,,,,10.707333185232471,6.6120757476186975,False
Sajous,Clairin,,,Haiti,7.9,54,,2024,White,,,,11.90733318523247,7.4044008445801754,False
2009 Fiji,Plantation,,,Multiple,7.0,53,,2009,Brown,Plantation Rhum Fidji Millésime Grand Terroir 2009,Fiji,107.14,10.988984046564275,6.7980416192970345,True
12-Year,Cartavio,,40.0%,Peru,6.9,53,12.0,2024,Brown,,,,10.888984046564275,6.732014527883578,False
Pot Still,Doctor Bird,,,United States,6.8,53,,2024,Brown,,,,10.788984046564273,6.665987436470121,False
Original 1804,Lemon Hart,,40.0%,Guyana,5.8,53,,2024,Golden,,,,9.788984046564273,6.005716522335556,False
15-Year,Ron Esclavo,,40.0%,Dominican Republic,7.4,52,15.0,2024,Brown,,,,11.370291913552123,7.049808113199802,False
Gold,Rum-Bar,,40.0%,Jamaica,5.1,52,,2024,Golden,,,,9.070291913552122,5.531185010690303,False
Spiced,Lamb's,,,Canada,5.0,52,,2024,Spiced,Lamb's Spiced Rum,Canada,33.27,8.970291913552122,5.465157919276846,True
18-Year,Opthimus,,40.0%,Dominican Republic,7.3,52,18.0,2024,Brown,,,,11.270291913552121,6.983781021786345,False
Reserva Superior 15-Year,Malecon,,40.0%,Panama,7.2,52,15.0,2024,Brown,,,,11.170291913552122,6.917753930372888,False
Spiced,Dark Matter,,40.0%,United Kingdom,6.0,52,,2024,Spiced,,,,9.970291913552122,6.125428833411411,False
Select,Bayou,,40.0%,United States,6.4,51,,2024,Brown,,,,10.351243718581427,6.376960229959323,False
2004 Peru,Plantation,,,Multiple,7.7,51,,2004,Brown,Plantation Rhum Pérou Grand Terroir 2004,Peru,106.43,11.651243718581428,7.235312418334257,True
Supreme,Old Monk,,,India,6.0,51,,2024,Brown,,,,9.951243718581427,6.1128518643054965,False
Spiced,Chic Choc,,,Canada,6.5,51,,2024,Spiced,Chic Choc,Canada,44.3,10.451243718581427,6.4429873213727795,True
12-Year,Bacoo,,40.0%,Dominican Republic,7.4,51,12.0,2024,Brown,,,,11.351243718581427,7.037231144093888,False
Reserva Especial 12-Year,Cihuatan,,40.0%,El Salvador,7.0,51,12.0,2024,Brown,,,,10.951243718581427,6.773122778440062,False
White,Probitas,,,Jamaica,7.2,51,,2024,White,,,,11.151243718581428,6.905176961266975,False
Premium Spiced,Admiral Nelson's,,,United States,5.1,50,,2024,Spiced,,,,9.031825632724326,5.505786844284777,False
1990 Solera,Oliver's Exquisito,,,Dominican Republic,8.2,50,,1990,Brown,,,,12.131825632724325,7.5526266781019284,False
The Adult,Ron de Jeremy,,40.0%,Panama,6.1,50,,2024,Brown,,,,10.031825632724326,6.166057758419341,False
AÃ±ejo Reserva,Brugal,,40.0%,Dominican Republic,5.6,50,,2024,Golden,,,,9.531825632724326,5.835922301352059,False
Anejo Seleccion 1938,Pampero,,40.0%,Venezuela,5.9,50,,2024,Brown,,,,9.831825632724327,6.034003575592429,False
